id	desc	URL	color
6248949_36_232	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6248949	
6250794_21_205	with redox domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6250794	
6251338_238_441	tandem domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6251338	
6251338_25_220	tandem domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6251338	
6251748_28_203	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6251748	
6252404_31_203	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6252404	
6253107_21_166	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6253107	
6253153_22_242	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6253153	
6253284_153_334	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6253284	
6253341_25_206	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6253341	
6254732_35_232	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6254732	
6254877_31_231	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6254877	
6254960_116_292	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6254960	
6254985_35_202	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6254985	
6378172_468_664	with other domain, from Bacteroides cellulosilyticus DSM 14838	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6378172	
6806740_40_249	single domain, from Acidobacterium capsulatum ATCC 51196	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6806740	
6890070_31_195	single domain, from Polynucleobacter sp. QLW-P1DMWA-1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6890070	
7044010_37_278	single domain, from Caulobacter sp. K31	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7044010	
7058297_78_271	single domain, from Gemmatimonas aurantiaca T-27	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7058297	
7094637_39_268	single domain, from Sphingomonas wittichii RW1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7094637	
7352115_10_283	single domain, near sugar dehydrogenase, from Arthrobacter chlorophenolicus A6	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7352115	
7376920_669_882	with redox domain, from Methylobacterium nodulans ORS 2060	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7376920	
7396463_28_209	single domain, from Dyadobacter fermentans DSM 18053	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7396463	
7398304_63_256	single domain, from Dyadobacter fermentans DSM 18053	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7398304	
7399615_36_237	single domain, from Dyadobacter fermentans DSM 18053	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7399615	
7399905_41_280	single domain, from Dyadobacter fermentans DSM 18053	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7399905	
7401616_33_238	single domain, from Dyadobacter fermentans DSM 18053	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7401616	
7409619_978_1192	with redox domain, from Saccharomonospora viridis DSM 43017	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7409619	
7460876_127_321	with other domain, near sugar dehydrogenase, from Pedobacter heparinus DSM 2366	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7460876	
7460989_37_237	single domain, from Pedobacter heparinus DSM 2366	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7460989	
7462545_728_927	with other domain, near sugar dehydrogenase, from Pedobacter heparinus DSM 2366	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7462545	
7470545_41_248	single domain, from Chitinophaga pinensis DSM 2588	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7470545	
7471529_22_194	single domain, from Chitinophaga pinensis DSM 2588	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7471529	
7665029_26_279	single domain, from Hirschia baltica ATCC 49814	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=7665029	
9545202_270_455	with other domain, from Emiliania huxleyi CCMP1516	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=9545202	
Korea__Ga0059261_0549	single domain, from Sphingomonas koreensis DSMZ 15582		
Pedo557__CA265_RS22975	single domain 3-ketotrehalose hydrolase from Pedobacter sp. GW460-11-11-14-LB5		lime
THTE_1561	endoxanthanase from Thermogutta terrifontis	https://link.springer.com/article/10.1134/S000629792104009X	red
